age,education,marital_status,employment_type,employment_length_years,annual_income,credit_history_length,num_open_accounts,credit_limit,credit_utilization,existing_debt,num_late_payments_12m,num_credit_inquiries_6m,loan_amount_requested,home_ownership,purpose,default
42,high_school,widowed,self_employed,5.5,38377.64,23,3,13184.8,0.515,6887.31,1,1,2243.38,RENT,debt_consolidation,0
48,high_school,single,unemployed,0.0,13575.24,23,2,4182.91,0.503,4251.99,1,2,3234.99,RENT,debt_consolidation,1
38,masters,married,salaried,10.2,29901.84,20,2,9079.76,0.185,6917.92,0,0,10937.89,OWN,debt_consolidation,0
26,masters,single,salaried,1.1,33948.76,7,5,12876.21,0.415,8013.25,0,0,13006.58,MORTGAGE,debt_consolidation,0
56,bachelors,divorced,salaried,17.9,75532.61,34,6,60849.56,0.112,13416.83,0,1,20281.51,MORTGAGE,home_improvement,0
52,bachelors,widowed,salaried,16.7,34194.69,30,7,8809.35,0.501,7907.35,0,0,1913.75,MORTGAGE,medical,0
37,phd,married,salaried,9.3,57751.24,19,6,17229.19,0.289,9390.36,1,1,13996.62,RENT,car,0
43,bachelors,divorced,salaried,9.3,37547.24,22,5,18039.2,0.316,24971.99,2,0,9625.27,OWN,credit_card,0
55,bachelors,single,salaried,6.6,77257.44,37,9,30857.42,0.15,5229.86,1,1,5489.73,MORTGAGE,home_improvement,0
50,bachelors,single,retired,5.0,28452.96,28,5,13434.02,0.182,9022.88,2,0,1580.46,MORTGAGE,credit_card,0
22,masters,single,retired,5.0,18438.32,0,1,7803.11,0.15,8284.95,0,2,5370.81,OWN,home_improvement,0
43,bachelors,single,salaried,6.8,31234.4,18,4,18110.1,0.327,9912.52,0,2,3546.58,OWN,debt_consolidation,0
38,phd,married,self_employed,9.1,133439.52,20,7,83298.35,0.174,15282.4,0,1,47468.26,RENT,credit_card,0
53,high_school,married,salaried,13.4,37519.83,33,4,13196.97,0.271,23782.65,2,2,2847.78,RENT,credit_card,0
52,high_school,single,salaried,16.4,35128.64,34,5,23882.63,0.302,12879.63,1,0,7617.65,MORTGAGE,home_improvement,0
56,high_school,single,unemployed,0.0,11921.72,37,4,8628.01,0.247,6141.52,0,0,4564.96,OWN,credit_card,0
27,bachelors,single,salaried,1.5,,3,2,16485.15,0.515,10130.5,2,0,5865.34,OWN,other,1
31,bachelors,single,salaried,2.4,21012.45,8,4,5718.13,0.171,2052.17,1,2,8254.39,MORTGAGE,car,0
53,bachelors,single,salaried,10.5,45061.51,28,5,13068.51,0.375,6523.42,2,0,11259.77,MORTGAGE,credit_card,1
33,bachelors,single,self_employed,2.0,26875.42,8,2,5479.02,0.149,8594.07,0,2,5094.11,MORTGAGE,other,1
22,bachelors,married,salaried,0.4,23496.83,1,3,8437.7,0.618,6122.43,1,1,7438.69,MORTGAGE,debt_consolidation,0
46,masters,divorced,unemployed,0.0,22204.23,26,3,6958.31,0.168,2275.5,0,1,1140.26,MORTGAGE,home_improvement,0
33,masters,single,salaried,2.0,69219.57,13,4,28328.21,0.218,7213.96,0,0,17466.25,MORTGAGE,debt_consolidation,0
61,bachelors,divorced,salaried,14.5,65375.13,42,7,51756.45,0.231,31293.39,1,1,11313.09,OWN,car,1
44,phd,married,salaried,10.1,38974.27,22,5,25254.76,0.469,21870.02,3,2,2310.44,RENT,car,1
42,bachelors,married,self_employed,4.1,48415.6,19,3,28038.12,0.355,12108.54,0,0,17782.75,MORTGAGE,home_improvement,0
36,high_school,divorced,salaried,6.4,24493.39,11,1,8822.19,0.372,7169.59,0,0,5049.12,RENT,debt_consolidation,0
59,high_school,single,salaried,21.8,58798.44,37,9,47671.62,0.462,22261.89,1,0,20296.37,RENT,credit_card,0
44,high_school,widowed,salaried,7.3,27908.86,24,3,18567.38,0.197,6513.87,1,0,3869.77,RENT,home_improvement,0
35,bachelors,single,salaried,8.3,27556.29,11,5,11152.36,0.127,2612.76,1,1,4612.8,MORTGAGE,debt_consolidation,0
30,masters,married,self_employed,4.5,54626.35,7,3,20931.06,0.138,3809.41,1,1,13228.97,MORTGAGE,car,0
39,masters,single,salaried,2.8,78204.91,18,8,49551.63,0.42,25357.36,2,1,21292.31,MORTGAGE,home_improvement,1
28,high_school,married,salaried,4.0,37678.96,7,1,20070.8,0.33,9185.23,0,1,8806.08,MORTGAGE,debt_consolidation,0
52,bachelors,married,salaried,11.8,74896.33,29,6,50975.25,0.41,25838.49,0,3,29153.07,OWN,credit_card,0
21,bachelors,divorced,salaried,0.0,44263.71,3,1,18516.99,0.252,10136.89,0,0,17093.53,MORTGAGE,car,0
38,phd,married,salaried,7.2,102821.84,18,7,32487.28,0.331,21562.61,0,0,26826.58,MORTGAGE,home_improvement,0
47,high_school,married,salaried,8.5,37820.99,29,2,23150.03,0.433,19800.38,1,1,14189.39,RENT,car,1
44,bachelors,widowed,salaried,8.0,36366.52,26,5,12190.19,0.309,4516.99,0,0,9311.47,OWN,medical,0
31,phd,married,salaried,3.8,38539.55,6,2,19479.59,0.285,12790.51,0,1,11663.31,OWN,debt_consolidation,0
48,phd,married,salaried,15.8,102564.45,30,7,28056.66,0.255,14601.86,1,1,13798.07,RENT,debt_consolidation,0
29,high_school,widowed,self_employed,2.0,27371.57,8,3,11745.99,0.44,19032.82,0,2,4104.88,MORTGAGE,credit_card,1
40,high_school,divorced,salaried,10.7,23255.11,21,5,14196.92,0.157,2423.3,0,1,4631.08,RENT,debt_consolidation,0
48,bachelors,divorced,unemployed,0.0,13511.04,30,3,3482.57,0.169,1766.48,0,0,5006.04,RENT,debt_consolidation,0
46,masters,married,salaried,8.5,34269.95,22,6,17936.53,0.37,10459.55,1,0,2575.8,MORTGAGE,other,0
32,high_school,married,unemployed,0.0,4786.91,9,1,2166.3,0.052,5446.27,0,0,1064.04,RENT,credit_card,1
54,masters,single,salaried,11.8,68439.66,29,5,46594.71,0.431,33513.19,0,0,19934.01,MORTGAGE,debt_consolidation,0
41,high_school,divorced,salaried,3.9,44226.93,22,5,20551.28,0.29,10176.84,0,2,10559.98,MORTGAGE,credit_card,0
49,bachelors,divorced,salaried,14.5,40648.44,26,3,21572.62,0.238,12942.61,1,0,5937.38,OWN,other,0
58,bachelors,single,salaried,10.8,47299.91,39,5,16567.45,0.52,10605.17,1,2,3478.76,MORTGAGE,home_improvement,0
53,high_school,single,self_employed,9.2,55813.76,30,2,23128.58,0.431,12113.31,2,4,20776.56,RENT,debt_consolidation,0
53,bachelors,single,salaried,14.5,,35,10,51217.27,0.371,28520.1,1,2,8323.4,MORTGAGE,debt_consolidation,0
42,bachelors,married,salaried,8.5,19945.38,22,5,9887.89,0.254,5388.57,1,3,4614.2,RENT,credit_card,0
50,masters,single,salaried,12.0,,32,3,43150.99,0.421,20197.99,0,1,19319.42,OWN,car,0
43,high_school,married,salaried,8.1,29865.43,19,4,12685.19,0.271,25574.69,0,0,6885.48,MORTGAGE,credit_card,0
25,bachelors,married,salaried,1.4,23502.09,3,1,4284.45,0.465,7248.96,0,0,5702.11,RENT,car,0
44,bachelors,divorced,salaried,6.7,36065.29,26,6,9576.47,0.292,5157.74,0,0,3459.65,RENT,medical,0
43,bachelors,married,retired,6.1,14280.15,24,10,5810.31,0.359,3532.02,1,0,5659.13,OWN,credit_card,1
47,masters,married,unemployed,0.0,35175.79,27,9,10080.87,0.306,5511.68,1,2,12569.26,RENT,other,1
38,bachelors,single,salaried,5.6,24514.88,19,6,11462.22,0.139,4088.03,1,1,4488.01,RENT,credit_card,0
31,bachelors,single,salaried,3.8,20299.8,7,4,9654.01,0.303,8176.18,0,2,4606.02,MORTGAGE,home_improvement,0
48,bachelors,married,salaried,8.9,,25,5,15032.48,0.158,32017.15,1,0,5306.53,MORTGAGE,debt_consolidation,0
24,bachelors,married,salaried,1.4,,4,4,4689.13,0.664,15615.99,2,0,6674.72,MORTGAGE,debt_consolidation,0
58,high_school,widowed,salaried,8.4,42838.96,33,6,33934.78,0.15,10941.45,0,1,3323.85,RENT,credit_card,0
37,masters,single,salaried,2.8,87940.07,19,9,43422.94,0.669,33791.98,1,0,34304.55,MORTGAGE,credit_card,0
43,high_school,married,salaried,12.9,35481.47,20,5,12980.34,0.519,8075.63,1,3,10368.46,RENT,credit_card,0
47,bachelors,single,retired,10.2,27482.32,28,5,8621.77,0.609,10845.46,2,0,2211.59,RENT,credit_card,1
47,bachelors,divorced,salaried,10.3,40083.06,24,2,10295.87,0.172,5148.94,0,0,13136.83,MORTGAGE,debt_consolidation,0
23,high_school,single,salaried,0.7,16260.35,2,2,3066.56,0.171,2824.56,0,1,4463.44,OWN,car,0
50,high_school,single,self_employed,5.0,36757.91,26,7,25722.54,0.145,5690.06,0,1,7476.44,MORTGAGE,debt_consolidation,0
44,high_school,married,retired,10.5,27042.31,20,2,17021.2,0.379,9773.51,0,1,6689.88,OWN,debt_consolidation,1
32,high_school,divorced,salaried,4.5,44940.24,13,1,19325.27,0.366,8267.8,0,0,12431.45,OWN,credit_card,0
31,masters,single,self_employed,2.1,49768.57,13,3,12084.39,0.089,8503.54,0,0,10436.41,MORTGAGE,credit_card,0
36,masters,single,self_employed,5.8,72806.51,18,0,35536.58,0.315,22848.49,2,1,22741.71,OWN,debt_consolidation,0
24,high_school,divorced,unemployed,0.0,4558.11,3,4,1466.03,0.278,4011.81,2,0,1679.78,MORTGAGE,home_improvement,1
61,high_school,married,self_employed,17.5,37746.93,36,9,19224.9,0.496,13382.42,0,0,12052.99,MORTGAGE,car,0
58,masters,divorced,retired,16.7,20955.71,34,5,7290.47,0.026,1153.48,0,1,2679.07,OWN,car,0
45,high_school,single,salaried,6.8,50858.05,21,4,24983.63,0.155,5972.22,1,0,18929.14,MORTGAGE,car,1
37,phd,divorced,salaried,3.1,46691.41,16,0,21105.74,0.565,16536.45,0,1,12855.22,MORTGAGE,home_improvement,0
38,high_school,married,salaried,8.7,19456.13,13,2,7646.44,0.501,10174.65,1,2,3023.45,MORTGAGE,home_improvement,1
49,bachelors,divorced,salaried,12.2,54396.16,30,9,33251.26,0.285,15091.86,0,1,18201.03,RENT,debt_consolidation,1
61,bachelors,single,salaried,16.9,85134.73,42,3,38261.26,0.227,15486.81,0,2,16511.5,OWN,car,0
33,high_school,divorced,self_employed,5.0,27480.57,14,6,5354.24,0.345,3281.5,2,1,10800.42,OWN,debt_consolidation,0
27,high_school,married,unemployed,0.0,3419.59,5,1,1092.05,0.477,2304.98,1,1,806.62,MORTGAGE,credit_card,1
59,bachelors,married,salaried,9.6,46373.24,39,3,34463.59,0.016,1032.29,0,0,5008.69,RENT,home_improvement,0
21,high_school,single,retired,5.0,13395.22,2,2,4414.66,0.232,2363.42,1,0,5255.73,OWN,debt_consolidation,0
28,bachelors,married,salaried,1.7,39919.1,5,0,6733.22,0.515,41053.76,4,0,11779.88,RENT,home_improvement,1
37,high_school,married,salaried,2.9,39981.21,18,3,15964.19,0.365,8946.35,0,0,9948.96,RENT,debt_consolidation,0
21,bachelors,married,self_employed,0.0,31629.53,0,3,12517.69,0.523,11704.14,0,1,8073.27,RENT,car,0
53,bachelors,married,salaried,5.5,43991.34,28,6,19033.32,0.576,12863.2,0,1,11658.0,RENT,credit_card,0
50,bachelors,married,salaried,5.0,58819.67,31,3,20409.58,0.135,7702.9,0,0,16383.32,RENT,credit_card,0
33,high_school,single,retired,5.0,9846.76,13,7,4885.17,0.117,3133.01,0,2,3153.05,MORTGAGE,credit_card,0
55,bachelors,divorced,salaried,10.0,35208.06,33,2,17859.7,0.227,9801.56,0,0,10808.45,MORTGAGE,credit_card,0
57,bachelors,divorced,salaried,6.0,39292.04,33,6,15792.08,0.133,7600.06,1,0,2746.55,OWN,medical,0
39,phd,single,retired,8.9,27805.44,18,5,17260.84,0.096,2462.62,0,0,10477.52,MORTGAGE,other,1
35,masters,married,unemployed,0.0,7374.98,12,6,2919.12,0.533,2177.72,0,2,787.79,RENT,car,0
67,high_school,single,salaried,8.7,59809.75,49,9,44883.32,0.231,13019.25,2,0,6760.82,MORTGAGE,credit_card,0
49,high_school,divorced,salaried,5.3,23888.5,25,7,12039.12,0.507,9135.2,1,0,5090.17,MORTGAGE,car,1
43,high_school,single,salaried,9.7,13069.16,22,0,6489.56,0.318,6499.48,1,0,3608.99,RENT,credit_card,0
56,high_school,widowed,salaried,7.9,56552.62,33,5,30788.31,0.196,10070.76,0,2,20193.63,RENT,credit_card,0
44,high_school,married,retired,9.4,22392.54,24,4,14546.42,0.762,27253.03,2,0,2311.76,OWN,debt_consolidation,0
34,high_school,single,unemployed,0.0,7085.99,11,4,1723.07,0.328,2746.08,1,2,760.08,MORTGAGE,home_improvement,0
41,high_school,divorced,salaried,10.5,38265.43,19,4,25121.79,0.411,10921.13,0,1,10254.35,RENT,credit_card,0
52,high_school,married,retired,7.3,21723.68,33,4,8782.43,0.234,3253.79,0,1,2421.21,RENT,credit_card,0
21,high_school,married,salaried,0.0,33660.55,3,1,14411.16,0.495,14389.92,0,0,10087.85,MORTGAGE,medical,1
37,high_school,single,self_employed,6.4,25608.47,15,5,8358.84,0.215,3044.75,2,0,7597.19,RENT,debt_consolidation,1
57,high_school,single,salaried,19.7,74416.47,35,5,50687.04,0.422,33095.9,0,3,25754.55,MORTGAGE,home_improvement,1
34,bachelors,divorced,salaried,3.2,50423.42,9,1,16513.6,0.593,21341.37,0,1,9221.9,MORTGAGE,credit_card,0
59,high_school,married,salaried,16.3,33605.15,36,5,16727.49,0.248,8878.82,0,2,3667.5,MORTGAGE,credit_card,0
57,high_school,single,self_employed,5.9,34110.77,39,5,27203.41,0.162,6639.28,0,1,7742.35,MORTGAGE,medical,0
39,high_school,single,salaried,9.0,33127.24,15,2,19694.86,0.238,6301.28,2,1,5867.85,OWN,car,0
33,bachelors,married,unemployed,0.0,5999.32,9,5,1169.35,0.645,10215.06,2,1,1882.62,RENT,credit_card,1
37,masters,single,retired,9.2,25337.98,17,4,12852.48,0.36,8757.92,4,1,6228.82,OWN,debt_consolidation,0
72,high_school,single,salaried,25.4,68169.46,48,4,32363.8,0.152,6089.14,1,1,3446.54,MORTGAGE,debt_consolidation,0
62,bachelors,single,self_employed,13.5,62379.77,38,5,42793.5,0.089,6979.06,0,0,22533.95,RENT,debt_consolidation,0
42,bachelors,married,salaried,7.1,85813.28,21,3,46583.42,0.626,30126.4,0,1,6138.89,RENT,other,0
33,bachelors,single,salaried,1.8,27160.03,14,4,6057.79,0.717,20541.08,1,1,8503.94,MORTGAGE,debt_consolidation,0
41,masters,married,self_employed,10.5,68017.83,17,2,21645.13,0.429,11172.26,1,0,22766.57,RENT,other,0
43,masters,single,salaried,11.3,45166.7,21,6,19110.91,0.681,17522.3,1,0,6695.02,RENT,credit_card,1
25,high_school,married,retired,5.0,12490.08,4,0,4776.31,0.072,2505.73,0,0,1648.55,OWN,debt_consolidation,0
41,bachelors,married,salaried,6.4,48369.65,19,5,23387.35,0.473,15856.14,2,1,17830.47,OWN,debt_consolidation,0
56,bachelors,divorced,salaried,17.9,38715.5,33,4,18849.62,0.237,16264.26,0,0,9863.15,MORTGAGE,medical,0
21,phd,married,retired,5.0,17083.25,0,2,5996.72,0.234,11462.3,0,0,4175.02,OWN,home_improvement,0
50,masters,married,salaried,6.8,51100.76,26,3,27911.02,0.099,6764.23,0,0,19532.11,MORTGAGE,debt_consolidation,0
56,high_school,married,self_employed,9.1,36484.4,37,2,9847.54,0.196,14340.72,2,0,6228.57,MORTGAGE,credit_card,0
33,high_school,married,salaried,5.1,19978.43,8,2,4028.69,0.053,4202.49,0,0,6308.11,RENT,credit_card,0
60,masters,single,salaried,17.7,113310.88,39,7,71682.83,0.472,39262.64,1,1,18835.42,MORTGAGE,credit_card,0
32,bachelors,single,salaried,2.2,31406.24,11,4,14117.03,0.366,7372.24,0,0,8675.01,OWN,other,0
45,bachelors,single,salaried,12.7,57658.28,25,4,40084.29,0.132,6811.26,0,3,9197.73,MORTGAGE,debt_consolidation,0
36,bachelors,married,self_employed,5.6,53719.37,15,3,19174.45,0.025,3041.44,2,1,4924.19,RENT,home_improvement,0
36,high_school,divorced,salaried,3.6,42887.49,16,4,14908.66,0.677,11147.38,2,0,17145.29,OWN,credit_card,1
33,masters,single,salaried,4.9,28963.38,10,1,10742.33,0.233,3955.33,0,0,6433.62,MORTGAGE,medical,0
48,masters,married,self_employed,14.7,56953.68,23,4,39779.49,0.52,21886.37,0,3,22348.47,OWN,credit_card,1
50,bachelors,married,self_employed,5.1,64728.11,28,2,39567.25,0.346,15934.87,2,1,13918.82,RENT,debt_consolidation,0
39,bachelors,married,self_employed,4.5,34889.23,15,5,17407.82,0.224,5410.69,0,1,9371.91,MORTGAGE,car,0
24,bachelors,single,salaried,1.2,50313.88,6,3,23740.22,0.221,6202.49,1,0,8712.48,RENT,home_improvement,0
45,high_school,single,self_employed,3.6,24687.3,24,10,14632.33,0.194,6428.32,0,0,8487.69,OWN,credit_card,0
45,high_school,single,salaried,5.5,45970.65,27,7,11338.45,0.119,9929.63,0,1,6448.75,MORTGAGE,car,0
37,high_school,divorced,salaried,4.1,26056.95,16,1,11001.82,0.657,7947.71,0,1,7935.72,OWN,credit_card,1
62,masters,single,salaried,22.5,99897.93,38,8,45355.4,0.159,21562.61,0,1,6061.84,RENT,home_improvement,0
21,high_school,married,salaried,0.0,24616.39,2,3,3931.81,0.169,4557.0,0,0,4594.88,RENT,debt_consolidation,0
21,high_school,divorced,self_employed,0.0,18328.62,0,3,2891.16,0.272,3616.23,1,4,4235.59,OWN,medical,0
31,bachelors,married,retired,5.0,25135.42,8,4,12355.51,0.178,4506.85,0,0,7006.63,RENT,debt_consolidation,0
49,high_school,married,self_employed,9.1,21933.92,30,6,10158.4,0.255,16086.3,4,0,3709.93,RENT,home_improvement,1
27,high_school,married,salaried,2.1,22509.48,9,3,8738.56,0.673,9835.34,0,6,7091.74,OWN,debt_consolidation,1
28,bachelors,married,salaried,3.7,,4,2,8007.19,0.244,2434.19,1,0,2061.35,OWN,credit_card,0
51,bachelors,married,salaried,7.1,54559.9,26,1,37989.15,0.312,15565.0,1,1,11524.98,OWN,medical,0
46,bachelors,married,salaried,4.5,17078.73,25,2,8047.84,0.277,2698.9,1,2,3461.14,RENT,debt_consolidation,0
45,bachelors,married,salaried,12.5,46787.54,22,5,28636.22,0.332,15927.9,0,0,5536.07,OWN,car,0
49,bachelors,married,retired,6.9,28599.75,29,8,12676.74,0.062,15613.04,0,2,3216.8,MORTGAGE,debt_consolidation,1
35,bachelors,widowed,self_employed,6.5,30672.22,14,2,14873.0,0.196,12943.31,0,1,7163.87,MORTGAGE,credit_card,1
35,bachelors,divorced,salaried,2.7,33104.99,16,3,15706.69,0.664,11006.74,1,1,6728.21,OWN,other,1
50,high_school,married,salaried,13.1,37473.64,32,7,13786.88,0.449,8692.85,1,0,8586.34,RENT,other,0
24,bachelors,married,salaried,1.0,41624.95,6,4,19009.56,0.119,16631.9,0,0,7110.16,MORTGAGE,debt_consolidation,0
21,bachelors,married,salaried,0.0,13124.5,0,2,5241.3,0.426,5843.39,0,0,2709.1,MORTGAGE,other,0
35,high_school,divorced,salaried,3.4,28871.49,11,3,14381.4,0.241,9041.71,0,2,3625.8,RENT,medical,0
51,high_school,single,salaried,5.4,44379.99,30,10,13662.79,0.377,10028.29,1,1,16830.25,OWN,other,1
43,high_school,married,unemployed,0.0,10421.05,22,2,5743.86,0.253,2873.96,1,0,1864.72,MORTGAGE,home_improvement,1
50,bachelors,single,salaried,16.3,42862.34,25,7,15086.1,0.063,1265.8,0,0,13615.67,MORTGAGE,home_improvement,0
21,bachelors,married,salaried,0.0,34226.91,2,3,16031.64,0.265,6830.93,1,1,8378.38,OWN,debt_consolidation,0
44,high_school,divorced,salaried,12.1,33127.92,19,1,11814.28,0.068,1333.35,1,1,6747.94,RENT,home_improvement,0
48,phd,single,retired,8.2,55086.41,25,5,22213.93,0.884,20095.21,1,3,5344.21,RENT,debt_consolidation,0
24,bachelors,single,salaried,0.6,22314.15,4,2,9826.19,0.333,9256.22,0,1,7278.8,MORTGAGE,home_improvement,0
50,masters,single,salaried,12.0,47697.02,32,8,27233.01,0.176,10385.06,0,1,11428.87,RENT,credit_card,0
39,bachelors,married,salaried,6.9,46237.24,14,9,22981.02,0.445,13521.3,1,1,9777.43,MORTGAGE,medical,1
75,high_school,single,salaried,28.5,53363.49,57,8,22287.19,0.502,13645.06,1,1,4736.81,RENT,home_improvement,0
21,phd,married,retired,5.0,27539.99,0,1,12166.84,0.3,6072.57,0,1,8214.55,OWN,debt_consolidation,0
56,masters,married,salaried,15.4,56058.57,36,3,28312.89,0.14,5353.94,1,1,6831.61,RENT,car,0
35,bachelors,divorced,salaried,6.0,31898.27,15,2,19984.21,0.622,16937.65,1,0,1717.4,MORTGAGE,debt_consolidation,1
21,high_school,single,self_employed,0.0,24535.76,2,1,5125.94,0.582,8889.85,2,1,3453.66,OWN,home_improvement,0
34,high_school,married,salaried,3.9,19688.26,12,3,7575.1,0.082,7166.26,2,1,5471.41,RENT,car,0
43,masters,single,salaried,3.7,40890.39,19,4,15395.84,0.322,6594.54,1,1,15569.49,OWN,home_improvement,0
52,high_school,married,salaried,10.4,63415.87,33,8,19351.59,0.21,5241.56,0,0,19401.42,RENT,credit_card,0
61,bachelors,widowed,unemployed,0.0,12547.41,41,8,7299.27,0.273,11861.61,0,0,4043.78,OWN,other,1
57,bachelors,single,retired,11.4,23202.54,33,2,12130.22,0.124,14958.58,1,2,7762.89,RENT,home_improvement,1
28,high_school,single,unemployed,0.0,5292.26,9,2,1582.9,0.311,1528.57,1,0,1329.19,RENT,credit_card,0
54,bachelors,single,salaried,8.9,54018.24,30,7,17813.35,0.247,70180.17,1,1,21059.01,MORTGAGE,credit_card,1
45,bachelors,widowed,self_employed,5.6,99195.14,25,5,68305.81,0.737,51706.55,1,1,22531.58,RENT,home_improvement,1
32,bachelors,single,salaried,3.9,52245.45,12,4,10777.12,0.195,14682.29,1,1,17145.52,MORTGAGE,car,0
37,bachelors,single,retired,7.6,13242.36,14,2,4512.36,0.477,3350.01,1,0,4260.72,RENT,debt_consolidation,0
31,masters,married,salaried,5.5,,9,9,20402.57,0.354,8604.61,1,1,5104.91,RENT,medical,0
40,bachelors,single,salaried,8.5,29850.86,18,4,9761.21,0.288,6048.88,3,0,1567.83,MORTGAGE,other,0
31,bachelors,single,unemployed,,6835.3,13,3,3158.8,0.029,4521.88,1,0,627.39,MORTGAGE,debt_consolidation,1
28,bachelors,single,salaried,3.4,27528.15,4,5,8125.92,0.491,8876.41,0,0,6224.15,RENT,credit_card,1
46,high_school,married,salaried,5.9,23202.74,25,0,9505.88,0.205,6147.46,0,0,6301.74,RENT,debt_consolidation,0
48,phd,married,salaried,13.2,105888.43,30,3,49061.86,0.28,18191.24,1,1,13213.56,RENT,medical,0
38,bachelors,married,self_employed,6.2,34760.35,14,2,19842.0,0.405,9761.25,1,1,5877.94,MORTGAGE,credit_card,0
56,high_school,single,self_employed,9.5,,36,3,10435.47,0.518,6809.08,2,1,7744.22,MORTGAGE,credit_card,0
37,bachelors,married,self_employed,7.4,31138.72,15,4,12046.23,0.473,15581.99,1,2,9284.45,MORTGAGE,other,1
36,bachelors,married,salaried,5.1,40130.63,17,0,11481.75,0.192,4175.64,2,1,3078.45,MORTGAGE,medical,0
48,high_school,single,unemployed,0.0,4930.22,23,3,2196.83,0.614,8448.36,4,2,383.23,RENT,other,1
38,masters,married,salaried,7.6,55306.1,14,3,15233.22,0.292,7868.38,0,1,7768.89,MORTGAGE,credit_card,0
41,high_school,married,salaried,6.5,,17,6,10259.25,0.294,5537.04,2,0,8291.7,MORTGAGE,debt_consolidation,0
21,bachelors,widowed,salaried,0.0,41382.44,0,1,8081.15,0.248,5444.21,0,1,6318.86,MORTGAGE,other,0
40,bachelors,married,retired,6.8,25780.64,17,5,5722.95,0.266,5735.22,0,2,4424.76,MORTGAGE,medical,0
21,high_school,divorced,salaried,0.0,,0,2,11468.44,0.424,5912.19,0,0,3450.11,OWN,car,0
25,masters,divorced,self_employed,1.0,25378.12,6,3,6716.22,0.415,4697.1,2,0,4979.03,RENT,medical,0
24,bachelors,divorced,retired,5.0,10467.81,0,1,2840.11,0.56,16546.37,3,2,2272.87,MORTGAGE,home_improvement,1
27,masters,married,salaried,2.6,33742.9,5,2,9717.63,0.074,5136.81,0,3,12214.69,OWN,car,0
33,bachelors,single,self_employed,,36105.8,10,3,18744.03,0.213,8561.16,0,1,9360.02,OWN,home_improvement,0
34,masters,single,salaried,5.1,80335.71,10,0,28065.59,0.25,7970.07,0,0,26385.1,RENT,debt_consolidation,0
48,high_school,married,salaried,16.1,39942.09,28,4,19852.07,0.346,9498.16,0,1,14517.49,MORTGAGE,other,1
43,bachelors,married,salaried,3.3,36606.77,23,8,23230.17,0.167,4778.89,0,1,6065.41,OWN,debt_consolidation,1
21,masters,single,salaried,0.0,60997.91,0,1,19825.44,0.221,11580.1,1,2,8366.42,RENT,car,0
41,high_school,married,salaried,5.8,31470.61,20,3,13394.82,0.324,6187.09,1,0,4796.78,OWN,debt_consolidation,1
44,high_school,divorced,salaried,7.9,39574.9,24,7,20093.66,0.129,5421.45,1,1,13089.31,RENT,medical,0
36,phd,married,salaried,8.6,96763.25,17,3,42296.6,0.248,11547.84,2,1,37159.22,MORTGAGE,debt_consolidation,1
39,phd,married,salaried,9.2,75831.03,21,4,27707.51,0.375,11390.75,0,0,6842.27,RENT,debt_consolidation,0
42,masters,married,salaried,5.1,62576.0,20,2,35449.23,0.544,30448.3,1,2,23346.62,RENT,home_improvement,0
49,bachelors,single,salaried,13.1,55936.54,27,6,39121.34,0.12,5895.79,0,1,5747.59,RENT,medical,0
21,bachelors,single,salaried,0.0,27367.58,2,0,12712.41,0.086,2099.25,0,0,8612.02,RENT,credit_card,0
37,high_school,divorced,self_employed,5.3,34001.78,12,2,14407.96,0.397,10934.2,0,0,7986.13,MORTGAGE,car,0
58,bachelors,divorced,salaried,11.2,29468.02,35,8,14477.81,0.063,1243.73,0,1,6850.99,MORTGAGE,other,0
57,bachelors,divorced,salaried,15.1,39545.42,34,4,15081.34,0.093,16562.03,0,0,11284.12,OWN,car,0
50,high_school,married,salaried,10.5,36392.3,28,6,15662.17,0.272,5712.79,0,1,7198.42,MORTGAGE,other,0
46,bachelors,single,salaried,9.9,51455.18,25,9,37138.04,0.169,8565.15,1,0,11884.71,OWN,credit_card,1
60,bachelors,divorced,unemployed,0.0,11289.93,39,8,5043.55,0.356,2603.44,0,0,2079.16,RENT,home_improvement,1
63,bachelors,divorced,self_employed,24.6,135050.63,41,4,87695.73,0.093,13692.9,0,0,44371.61,MORTGAGE,car,0
38,bachelors,divorced,salaried,5.7,50969.96,20,1,25618.26,0.612,16055.34,0,1,3228.98,RENT,other,0
28,masters,single,unemployed,0.0,11484.57,6,2,2830.8,0.55,3393.59,1,0,1880.39,MORTGAGE,home_improvement,1
37,bachelors,married,salaried,8.5,22963.59,13,4,7489.65,0.461,8400.01,0,2,8756.06,OWN,credit_card,0
75,bachelors,married,salaried,11.3,,50,8,27870.55,0.475,14488.88,0,0,8296.89,RENT,medical,1
21,bachelors,married,salaried,0.0,33482.91,1,4,15925.57,0.774,13882.53,2,0,12000.11,RENT,debt_consolidation,1
34,high_school,married,salaried,4.2,28021.04,10,4,12322.25,0.352,6212.79,0,0,10000.87,MORTGAGE,debt_consolidation,0
23,bachelors,married,retired,5.0,15358.62,2,3,4039.79,0.249,3484.91,0,0,5245.56,RENT,car,0
41,bachelors,married,salaried,5.7,38424.36,23,6,9331.16,0.478,9044.63,2,1,13248.41,RENT,medical,1
26,bachelors,single,salaried,1.0,24355.32,6,3,13282.16,0.217,25643.71,3,1,4267.92,MORTGAGE,debt_consolidation,1
